text,author
"Francis Macomber lay now, face down, not two yards from where the buffalo lay on his side and his wife knelt over him with Wilson beside her.",prajwal
"""'Well,' says I, 'you know my idiosyncrasies.",Henry
"“I’d better get to that damned bicycle,” Nick said to himself.",prajwal
“I don’t really have to go”.,prajwal
"She seemed to understand, to realize, to be hurt for him and for herself and to know how things really stood.",prajwal
We can hear the postman guy him all over the house when he brings them thick envelopes back.,Henry
"Francis,” Margot said quite pleasantly.",prajwal
It had begun very simply.,prajwal
He was astonished to see how soon his face became unwelcome; he was astonished and hurt to see how quickly the ancient interest which people had had in him faded out and disappeared.,Twain
"""I come to see Bevens sometimes.",Henry
"Half-past three in the morning found them in a corner of an all-night cafe, Kernan still boasting in a vapid and rambling way, Woods thinking moodily over the end that had come to his usefulness as an upholder of the law.",Henry
"""'I went in an old second hand store and pawnshop a while ago,' says Andy, 'and I see this half hidden under a lot of old daggers and truck.",Henry
"Robert Wilson, whose entire occupation had been with the lion and the problem he presented, and who had not been thinking about Macomber except to note that he was rather windy, suddenly felt as though he had opened the wrong door in a hotel and seen something shameful.",prajwal
a woman asked from the doorway.,prajwal
"It showed very tiny and then made a wide circle and the boys ran out and lit the fires, using kerosene, and piled on grass so there were two big smudges at each end of the level place and the morning breeze blew them toward the camp and the plane circled twice more, low this time, and then glided down and levelled off and landed smoothly and, coming walking toward him, was old Compton in slacks, a tweed jacket and a brown felt hat.",prajwal
What he wanted was coming toward him.,Henry
"He tried the right, and had to back away from a furniture van that had no business to be there.",Henry
"“Love is a dunghill,” said Harry.",prajwal
"""Oho!",Henry
“It’s a bit too hot at noon”.,prajwal
"“All right,” Wilson said.",prajwal
"“I’m only talking,” he said.",prajwal
"“All right,” said Nick.",prajwal
"That contented his eye but left his ear unsatisfied, for people gave the new name the same old pronunciation, emphasis on the front end of it.",Twain
"There was nothing but the pine plain ahead of him, until the far blue hills that marked the Lake Superior height of land.",prajwal
said Nick.,prajwal
They go there now and then just because it's expected of 'em.',Henry
“Yeah”?,prajwal
"We lazed the rest of the pleasant afternoon away, some dozing under trees, some smoking cob pipes and talking sweethearts and war, others playing games.",Twain
"The moon got loose last night, and slid down and fell out of the scheme-a very great loss; it breaks my heart to think of it.",Twain
I foresee trouble.,Twain
She liked his dignity.,prajwal
"Then, later, when it got bad, it was probably using that weak carbolic solution when the other antiseptics ran out that paralyzed the minute blood vessels and started the gangrene”.",prajwal
"Give me, I beseech you, give me some hope!""",Twain
It slipped as far as the second joint and stopped.,Henry
No use.,Twain
"“Let’s all have a drink,” Macomber said.",prajwal
The sea broke in a long line in the rain and slipped back down the beach to come up and break again in a long line in the rain.,prajwal
"Her husband had died when she was still a comparatively young woman and for a while she had devoted herself to her two just-grown children, who did not need her and were embarrassed at having her about, to her stable of horses, to books, and to bottles.",prajwal
“What does he say”?,prajwal
“A cat”?,prajwal
"""Give me a million and my passage home for my 'option'!",Twain
“Don’t they ever”?,prajwal
“I wouldn’t want to be that old.,prajwal
"George went on drinking, and by and by he fell to misusing her and the little ones sadly.",Twain
"There was a log house, chinked white with mortar, on a hill above the lake.",prajwal
I ain't a critic; but I thought it kind of brightened up the room.,Henry
That’s the way we’re made to be destroyed.,prajwal
"<  20  >      ""Here it is, sir,"" and I handed it to him.",Twain
This was in the first months of the war of course.,Twain
“I love you now.,prajwal
"But you’ve got to realize—” “I realize,” the girl said.",prajwal
"It is probably some kind of a bear; and yet it has no tail   as yet   and no fur, except upon its head.",Twain
"He looked upon Hetty Pepper's homely countenance, emerald eyes, and chocolatecolored hair as a welcome oasis of green in a desert of cloying beauty.",Henry
"""Cecilia, kid,"" said the shop-girl, oiling the sharp saw of her voice as well as she could, ""there's an onion outside.",Henry
Wilson looked at him now coldly.,prajwal
He chose wisely; and the empty hall echoed his hoarse laughter.,Henry
I took that pencil off my chain and slipped it in there in case of a scrap.,Henry
"“Nothing,” he said.",prajwal
"I reached my head through the flames and dragged the baby out by the waist-band, and tugged it along, and we fell to the floor together in a cloud of smoke; I snatched a new hold, and dragged the screaming little creature along and out at the door and around the bend of the hall, and was still tugging away, all excited and happy and proud, when the master's voice shouted:  “Begone you cursed beast”!",Twain
Inside Para told him to sit down.,prajwal
I had already six of them per week before.,Twain
"But we got lost presently in among the rugged little ravines and wasted a deal of time finding the way again so it was after nine when we reached Mason's stile at last; and then before we could open our mouths to give the countersign several dogs came bounding over the fence with a great riot and noise, and each of them took a soldier by the slack of his trousers and began to back away with him.",Twain
He had been cruel and unjust in the afternoon.,prajwal
“He’s got plenty”.,prajwal
"“If you make a scene I’ll leave you, darling,” Margot said quietly.",prajwal
"“Tell me,” she looked at him.",prajwal
"The other way was to climb steeply up to the edge of the woods and then go across the top of the hills through the pine woods, and then out to the edge of a meadow and down across this meadow to the bridge.",prajwal
"Here was an old, old church.",Henry
But I suppose I never can.,Twain
Across the street was another restaurant.,Henry
"He could beat anything, he thought, because no thing could hurt him if he did not care.",prajwal
The furniture of the house was swathed in its summer dust protectors.,Henry
I wish I could do something to show my appreciation.,Twain
The Paris part came earlier and he was not frightened of it except when she had gone off with some one else and the fear that they might take the same driver twice.,prajwal
"""I'd ask the janitress for one, but I don't want 'em hep just yet to the fact that I'm pounding the asphalt for another job.",Henry
“That’s one of those things you never know at the time”.,prajwal
"I have experimented and experimented until now I know it never does run uphill, except in the dark.",Twain
"Well, a cat does - but you let a cat get excited once; you let a cat get to pulling fur with another cat on a shed, nights, and you'll hear grammar that will give you the lockjaw.",Twain
"They are just charming, and they have the kindest disposition and the politest ways; they never look sour, they never let you feel that you are intruding, they smile at you and wag their tail, if they've got one, and they are always ready for a romp or an excursion or anything you want to propose.",Twain
He had decided now that to break would be much easier.,prajwal
"and turning saw the lion, horrible-looking now, with half his head seeming to be gone, crawling toward Wilson in the edge of the tall grass while the red-faced man worked the bolt on the short ugly rifle and aimed carefully as another blasting carawong!",prajwal
A sense of loneliness crept over me.,Twain
asked Sue.,Henry
"He did not drink a drop for two months, and meantime was the pet of the good.",Twain
"ESTLESS, ALWAYS MOVING, FOREVER PASSING like time itself, are most of the people who live in these old red houses.",Henry
It was now decide that we should fall back on Mason's farm.,Twain
That's their habitat.,Henry
It was hard for us to get our bearings.,Twain
"Macomber stepped out of the curved opening at the side of the front seat, onto the step and down onto the ground.",prajwal
"“Don’t go if you don’t want to,” George said.",prajwal
This officer made him very nervous.,prajwal
“Did you get the cat”?,prajwal
“Let us go to the battalion”.,prajwal
“Mr.,prajwal
"If it is a reptile, and I suppose it is; for it has frowzy hair and blue eyes, and looks like a reptile.",Twain
“Does his roaring carry that far?,prajwal
He drinks without spilling.,prajwal
That’s funny now”.,prajwal
"“Is that you, Bob”?",Henry
"He pegged the sides out taut and drove the pegs deep, hitting them down into the ground with the flat of the ax until the rope loops were buried and the canvas was drum tight.",prajwal
But they knew that this room was not a home.,Henry
“Don’t be silly.,prajwal
“He is commanding the battalion”.,prajwal
He gave his camera to Bill.,prajwal
"Then, as an afterthought, he glanced at Macomber and saw suddenly how he was trembling and the pitiful look on his face.",prajwal
"“This is the room,” said the woman in her soft, thick voice.",Henry
There was clearly nothing left to do but flop down on the shabby little couch and howl.,Henry
"She had a great talent and appreciation for the bed, she was not pretty, but he liked her face, she read enormously, liked to ride and shoot and, certainly, she drank too much.",prajwal
"And I introduced them to her, and called them by name.",Twain
Out with it.,Henry
Perhaps their anger had been caused by the room’s brightness and its coldness.,Henry
There were only three bodies in the street and they looked to have been killed running.,prajwal
asked the citizen.,Henry
"At the edge of the meadow, before he mounted to a piece of high ground to make camp, Nick looked down the river at the trout rising.",prajwal
"The cops struck me hardest $50 I paid two, and the rest $20 and $25.",Henry
How was the show”?,prajwal
Why?,Henry
"“Last week he tried to commit suicide,” one waiter said.",prajwal
'Twelve millions.,Henry
The words smote the house with a shock; if the stranger perceived it he gave no attention.,Twain
"Why, I just swam in glory all day long- that is the amount of it.",Twain
I'll give you three minutes before I come.,Henry
“I said it should have been trepanned.,prajwal
A breeze was blowing toward them and the grass rippled gently in the wind.,prajwal
"He would find his old purpose in life, and follow it.",Henry
Except Lyman.,Twain
“We can go everywhere”.,prajwal
There was a sudden and wonderful change in his soul.,Henry
"So I cried a little, which was natural, I suppose, for one of my age, and after I was rested I got a basket and started for a place on the extreme rim of the circle, where the stars were close to the ground and I could get them with my hands, which would be better, anyway, because I could gather them tenderly then, and not break them.",Twain
"I heard his stately tramp die away, step by step down the stairs and out into the deserted street, and felt sorry that he was gone, poor fellow  and sorrier still that he had carried off my red blanket and my bath-tub.",Twain
"I repeat, gentlemen, that you will get nowhere at it.",prajwal
The door from the street opened.,prajwal
I've been noticing it for two weeks.,Henry
"If there was a horse-race, you'd find him flush, or you'd find him busted at the end of it; if there was a dog-fight, he'd bet on it; if there was a cat-fight, he'd bet on it; if there was a chicken-fight, he'd bet on it; why, if there was two birds setting on a fence, he would bet you which one would fly first; or if there was a camp-meeting, he would be there reg'lar, to bet on Parson Walker, which he judged to be the best exhorter about here, and so he was, too, and a good man.",Twain
I'm going to claim my rights of salvage.',Henry
"""Oh, dear!""",Henry
How should a woman act when she discovers her husband is a bloody coward?,prajwal
AT THE LAKE SHORE THERE WAS AN other rowboat drawn up.,prajwal
"“Nothing,” Macomber said.",prajwal
I’ve this damned cannon.,prajwal
"I did not, I thought it sounded quite well.",Twain
"FRIDAY   She says the snake advises her to try the fruit of the tree, and says the result will be a great and fine and noble education.",Twain
The house was a private residence.,Henry
He made millions of dollars in Texas.,prajwal
"I hadn't anything to do, day after day, but sit at home, and say to all comers:       ""Yes; I told him to refer to me.",Twain
Nick walked back up the ties to where his pack lay in the cinders beside the railway track.,prajwal
“Why not?,prajwal
"And I looked over the cab doors and saw him leave the ferry station in a motor-car; and the chauffeur gave him his bearskin to put on, for he was sopping wet.",Henry
There were many more of them.,prajwal
"""She has one chance in - let us say, ten,"" he said, as he shook down the mercury in his clinical thermometer. """,Henry
"Knocking your bindings loose, kicking the skis free and leaning them up against the wooden wall of the inn, the lamplight coming from the window, where inside, in the smoky, new-wine smelling warmth, they were playing the accordion.",prajwal
He only knew his hands were shaking and as he walked away from the car it was almost impossible for him to make his legs move.,prajwal
That’s wise.,Henry
"It seemed impossible to break Georgie of this bad habit, but the Brants managed it at last by hiring him, with apples and marbles, to stay in.",Twain
Why don’t you call a cop?,Henry
Women who want nice new warm coats become very kind to their husbands.,Henry
"Now as he looked down the river, the insects must be settling on the surface, for the trout were feeding steadily all down the stream.",prajwal
"""We'll be late"".",Henry
"""Up with the other one,"" ordered the burglar.",Henry
"The man walked more slowly, Soapy did the same.",Henry
Gun-bearer ran like hell and the bull went off slowly into that bush”.,prajwal
"and the world may be confidently challenged to furnish the equal of such a breakfast, as it is cooked in the South.",Twain
"A stew without an onion is worse'n a matinee without candy"".",Henry
"""Twelve,"" she said, and little later ""eleven""; and then ""ten,"" and ""nine""; and then ""eight"" and ""seven"", almost together.",Henry
"It was all very lush and over-green since he had seen it last and becoming historical had made no change in this, the lower river.",prajwal
"“Naturally,” said Nick.",prajwal
"I believed that this was insubordination but I was full of uncertainties about everything military so I let the matter pass and went and ordered Smith, the blacksmith's apprentice, to feed the mule, but he merely gave me a large, cold, sarcastic grin, such as an ostensibly seven year old horse gives you when you lift up his lip and find he is fourteen, and turned his back on me.",Twain
“Try just a little”.,prajwal
He was not thinking of how he looked.,Henry
"Now, on top of all this, there's another thing; a jay can outswear any gentleman in the mines.",Twain
Hadn’t had time to be afraid with the buff.,prajwal
But I’m nervous.,prajwal
It’s really not anything.,prajwal
"I did secure my picket that might, not by authority but by diplomacy.",Twain
Strain on the nerves and one thing’n another”.,prajwal
"<  4  >      ""They are gone"".",Twain
At six-fifty-five George said: “He’s not coming”.,prajwal
"“You know you have a very red face, Mr. Wilson,” she told him and smiled again.",prajwal
"But more than shame he felt cold, hollow fear in him.",prajwal
"“Chance of it,” Wilson said and smiled at her.",prajwal
And tomorrow.,prajwal
"Ah, here's the thing I am after.",Twain
In their tight overcoats and derby hats they looked like a vaudeville team.,prajwal
“All right”.,prajwal
He was my best friend and the best fellow in the world.,Henry
I am all confidence”.,prajwal
We got to knowing several millionaires by sight.,Henry
"""'Why not, indeed?'",Henry
asked the adjutant.,prajwal
"“If I get a shot, where should I hit him,” Macomber asked, “to stop him”?",prajwal
It must have gone around another street.,prajwal
"“The boy has it,” Wilson told her.",prajwal
He would find that man tomorrow.,Henry
"She did it, and after this we crept down to where the wild-beast battle had been, and collected some skins, and I made her patch together a couple of suits proper for public occasions.",Twain
“I shall wet this one in the river”.,prajwal
Margot smiled at him.,prajwal
It was still there with him now.,prajwal
“You seem in top-hole shape”.,prajwal
He was right.,prajwal
"He stood up slowly, one part at a time, and beat the dust from his clothes.",Henry
He cleaned the dust from his face.,Henry
"My hold parted, and for the third time the blankets slid away.",Twain
"Well, the wife.",prajwal
"There were only a few patients, and they all knew about it.",prajwal
“You’re much braver in an attack than I am”.,prajwal
Not the Paris that he cared about.,prajwal
Really the damnedest.,prajwal
There was no need of that.,prajwal
"I do not know what the word means, but my mother would know how to use it and get effects.",Twain
“Big ones”?,prajwal
Look at him”.,prajwal
"shouted the bald-headed young man, and was saved.",Henry
Wearily Sue obeyed.,Henry
“Four reales”.,prajwal
Where did the smell of flowers come from?,Henry
"""'I am,' says he.",Henry
Soapy left his seat and walked out of Madison Square to the place where the great street called Broadway and Fifth Avenue meet.,Henry
"“Got to finish off that buff first,” Wilson told him.",prajwal
"“Yes, for a time we did write to each other,” said the man.",Henry
"What did you take up yonder at the minister's?""",Twain
"Of course, I couldn't know what my salary was going to be, but I had a good enough basis for an estimate in the fact, that if I won the bet I was to have choice of any situation in that rich old gentleman's gift provided I was competent - and I should certainly prove competent; I hadn't any doubt about that.",Twain
"“I have a young man in my third floor back room this evening,” said Mrs. Purdy, taking a drink.",Henry
"You don't despise money, do you, Kelly?""",Henry
"<  17  >      Then it all flashed on me, and I owned up like a man.",Twain
"""'Be patient,' says Andy, kindly.",Henry
“What are you looking it”?,prajwal
"Down on his knees, his big head tossing, and seeing the other two still galloping he shot at the leader and hit him.",prajwal
"The moon was above, peaceful and bright.",Henry
Nick and his father got in the stern of the boat and the Indians shoved it off and one of them got in to row.,prajwal
The waiter who was in a hurry came over.,prajwal
"No, he thought, when everything you do, you do too long, and do too late, you can’t expect to find the people still there.",prajwal
The man called “Listen” through the curtain.,prajwal
I don’t know how you do it.,Henry
He pushed the pieces into every open space around windows and door.,Henry
I tried to get others to go but all refused.,Twain
He did not look at Nick.,prajwal
"What in the nation she could find to laugh about I couldn't see, but there it was; every half-minute some new detail would fetch her, and I would have to stop as much as a minute and a half to give her a chance to settle down again.",Twain
Give me some sort of idea of how to get a word to them.,Twain
"They had just finished their breakfast, and the sight of the remains of it almost overpowered me.",Twain
"I let him go on in his own way, and never interrupted him once:  There was a feller here once by the name of Jim Smiley, in the winter of '49 or may be it was the spring of '50 I don't recollect exactly, somehow, though what makes me think it was one or the other is because I remember the big flume wasn't finished when he first came to the camp; but any way, he was the curiosest man about always betting on any thing that turned up you ever see, if he could get any body to bet on the other side; and if he couldn't, he'd change sides.",Twain
I wish he would go home.,prajwal
Forget the hashed metaphor.,Henry
"""What's the news?""'",Henry
“Where’s the rifle”?,prajwal
How could a woman know that you meant nothing that you said; that you spoke only from habit and to be comfortable?,prajwal
"Now my estimate of the salary was six hundred to a thousand a year; say, six hundred for the first year, and so on up year by year, till I struck the upper figure by proved merit.",Twain
“You stay here.,prajwal
It’s too hot to go out yet”.,prajwal
“What were you telling him”?,prajwal
It’s from a cop named Wells”.,Henry
“But now I am reformed out of the war”.,prajwal
A cop who was standing near laughed and walked away.,Henry
You may say a cat uses good grammar.,Twain
"""Oh, I never heard of such nonsense,"" complained Sue, with magnificent scorn.",Henry
Now he was hungry.,prajwal
"I haven't any small change about me"".",Twain
"He carried a 88-calibre revolver in his pocket, and he chewed peppermint gum thoughtfully.",Henry
"I might have hunted these woods a hundred years, I never would have run across that thing.",Twain
"“What do you want to eat, Al”?",prajwal
He was shouting to some one below.,Henry
Nick asked.,prajwal
“There’s nothing wrong with me.,prajwal
They’re a filthy animal though”.,prajwal
Do you think I could forget that?,Twain
Nick took it off the grill.,prajwal
A line of lombardy poplars ran from the house to the dock.,prajwal
Hair Goods of All Kinds.',Henry
"Deep in debt, not a cent in the world, a lovely girl's happiness or woe in my hands, and nothing in front of me but a salary which might never - oh, would never - materialize!",Twain
I’d like to go to San Dona to see the bridge again”.,prajwal
The most pleasant way was to go and have a good dinner at some fine restaurant.,Henry
"They cleaned him up, they fed him, they listened to the mournful music of his repentances, they got him his situation again.",Twain
Before him was Mrs. Crowder and her two children.,Henry
she asked.,prajwal
"“Chrise,” Nick said, “Geezus Chrise,” he said happily.",prajwal
“There’s a boy waits at table that understands a little English”.,prajwal
"""Go on and tell me, honey,"" she said.",Henry
"""Not any less than two tons,"" says the sufferer.",Twain
“Did you ever eat such filthy food”?,prajwal
"“Well, I got to keep bright boy amused.",prajwal
"They were stiff in the thighs, but he could feel the muscles fluttering.",prajwal
"Then, “Get a little broadside and take him in the neck just behind the ear”.",prajwal
I do not go out in the fog myself.,Twain
They went by five minutes ago”.,prajwal
he says.,Henry
This was where the best food and the best people in the best clothes appeared every evening.,Henry
I could step down to the corner and get one at old Giuseppe's stand.,Henry
"“All right,” he said.",prajwal
The man in the bed suddenly uttered a squeaky groan and opened his eyes.,Henry
"One Eight up Della ran, and collected herself, panting.",Henry
"“Let’s not have any ordering, nor,” turning to Macomber, “any silliness.",prajwal
The door shut after them.,prajwal
“Right.,prajwal
"The old people left a letter, in which they begged their dear son Edward to take their place and watch over George, and help and shield him as they had done.",Twain
"I muttered, good-naturedly, and bidding the old gentleman good-day, I departed.",Twain
"I was down by him in a moment, helplessly stroking his forehead, and I would have given anything then, my own life freely, to make him again what he had been five minutes before.",Twain
"Old Anthony Rockwall, retired manufacturer and proprietor of Rockwall's Eureka Soap, looked out the library window of his Fifth Avenue mansion and grinned.",Henry
"He danced, he cried out.",Henry
You won.,Henry
"We talked salary; never anything but salary and love; sometimes love, sometimes salary, sometimes love and salary together.",Twain
“I know how I am and I prefer to get stinking.,prajwal
We could not shoot the dogs without endangering the persons they were attached to so we had to look on helpless at what was perhaps the most mortifying spectacle of the Civil War.,Twain
"He was tired and very hot, walking across the uneven, shadeless pine plain.",prajwal
"""Come into Muller's,"" said Woods, ""and let's hunt a quiet table.",Henry
I'll take it down if you say so.,Henry
"The inflammation has gone down"".",Henry
"Well, it was the poor sod’s own bloody fault.",prajwal
As he left the lion roared again.,prajwal
It was just beginning to be daylight when they walked along the logging road back toward the lake.,prajwal
"He looked solid, esteemed, irritable, and disgusted.",Henry
“He’ll turn up all right”.,prajwal
For a moment he did not know where he was or what he was doing.,Henry
Hey?,Henry
How scant the words with which we try to describe a single quality of a human being!,Henry
"Thou who ordainest, Thunder thy clarion and lightning thy sword!""",Twain
There were pictures on the walls.,Henry
"“You know I don’t think I’d ever be afraid of anything again,” Macomber said to Wilson.",prajwal
"Because, just then, death had come and rested its head on the foot of the cot and he could smell its breath.",prajwal
“Do you think you will be able to sleep”?,prajwal
This time he felt very certain that he would be successful.,Henry
"Don't be afraid to call me by my nickname; I'm used to it"".",Twain
"The Indian who was rowing them was working very hard, but the other boat moved further ahead in the mist all the time.",prajwal
"""Tell me how.",Twain
I've got one of my Sahara thirsts on to-night.,Henry
<  5  >      Jim looked about the room curiously.,Henry
"“What is it, Harry”?",prajwal
"“Oh, the lion,” Margot said.",prajwal
"""Yes, I"".",Twain
"The cashier's own bank testified its gratitude by endeavoring to show (but humiliatingly failed in it) that the peerless servant's accounts were not square, and that he himself had knocked his brains out with a bludgeon to escape detection and punishment.",Twain
He opened them and looked up again.,prajwal
Ole Andreson said nothing.,prajwal
"<  14  >      We have made long excursions, and I have see a great deal of the world; almost all of it, I think; and so I am the first traveler, and the only one.",Twain
Do you wear yours all the time”?,prajwal
"Shoot me, Harry.",prajwal
"“You’ve gotten awfully brave, awfully suddenly,” his wife said contemptuously, but her contempt was not secure.",prajwal
There can be no question about that; but I suppose there are very few people who can understand them.,Twain
“You never would have gotten anything like this in Paris.,prajwal
"“Anyway, I want a cat,” she said, “I want a cat.",prajwal
After a while I’ll make up my mind to go out”.,prajwal
"And so the feller took the box, and put up his forty dollars along with Smiley's, and set down to wait.",Twain
"Then in an instant a bright thought flashed into my head, and I let it fly, saying, ""It would be a deal more wonderful to see it tumble UP there!""",Twain
I’ve never loved any one else the way I love you”.,prajwal
"Our course was plain in our minds, our minds were made up.",Twain
The family went to bed about dark every night and as we were not invited to intrude any new customs we naturally followed theirs.,Twain
“All right”.,prajwal
"“I hit him,” Macomber said.",prajwal
"Why you poor blundering old fossil, you have had all your trouble for nothing  you have been haunting a plaster cast of yourself the real Cardiff Giant is in Albany!",Twain
He began thinking of what he would like to eat.,Henry
She took the young man's arm and pointed with her other hand to the door of her room.,Henry
"“Thank you,” the old man said.",prajwal
She came out with her nose and chin just a little sharper pointed.,Henry
"""I know now that it ain't art that's worrying you.",Henry
"He says, ""I've shoveled acorns enough in there to keep the family thirty years, and if I can see a sign of one of'em I wish I may land in a museum with a belly full of sawdust in two minutes!""",Twain
“Where did Uncle George go”?,prajwal
"It did not exactly beggar description, but it certainly had that word on the look-out for the mendicancy squad.",Henry
"“They’ve been there since the day the truck broke down,” he said.",prajwal
"“Come on, Al,” Max said.",prajwal
"She put up an arch pout, and said:       ""Don't you be so sure.",Twain
"A nice-looking young woman was standing before a shop window, looking at the objects inside.",Henry
“That’s a new name for it.,prajwal
"Then he felt embarrassed at asking it and before Macomber could answer he went on, “We all take a beating every day, you know, one way or another”.",prajwal
"“I don’t want to know what they were like,” Ole Andreson said.",prajwal
"MERELY BECAUSE HE IS MASCULINE, I think.",Twain
He was young enough.,Henry
There were plenty of good places to camp on the river.,prajwal
"But NO answer was sufficient for Georgie; he had to be humored in his desires, or he would carry them with a high hand.",Twain
SOAPY MOVED RESTLESSLY ON HIS SEAT in Madison Square.,Henry
<  5  >      SUNDAY   Pulled through.,Twain
"MONDAY   This morning I told him my name, hoping it would interest him.",Twain
“How odd”.,prajwal
He had once argued about everything with Hopkins.,prajwal
"But no, the Governor   for once   would not yield.",Twain
"And then I got numb, and didn't care.",Henry
"The girl smiled brightly at the woman, to thank her.",prajwal
I’ll just have some tea.,prajwal
Wealth is nothing where a true affection is concerned.,Henry
"""What, man!",Twain
Nothing I should say.,Twain
“The beautiful red-faced Mr. Robert Wilson”.,prajwal
"He was a townsman of ours, a first rate fellow and well liked, but we had all familiarly known him as the soles and modest-salaried operator in the telegraph office, where he had to send about one despatch a week in ordinary times and two when there was a rush of business.",Twain
The young man followed her up.,Henry
“There ain’t anything to do now”.,prajwal
"His wife had been a great beauty and she was still a great beauty in Africa, but she was not a great enough beauty any more at home to be able to leave him and better herself and she knew it and he knew it.",prajwal
“I know we will.,prajwal
"""You tell me where your exclusive circles would be if the first Astor hadn't had the money to pay for his steerage passage over?""",Henry
Wilson looked at them both.,prajwal
"And when it's goin' to rain   great Christopher!""",Henry
"People for a time had called this room “home,” and yet they had hurt it.",Henry
"Now I've never heard a jay use bad grammar but very seldom; and when they do, they are as ashamed as a human; they shut right down and leave.",Twain
The steps by which she had acquired him and the way in which she had finally fallen in love with him were all part of a regular progression in which she had built herself a new life and he had traded away what remained of his old life.,prajwal
You say money won't buy time?,Henry
"But I think you are a horrid old - old flibbertigibbet"".",Henry
"Well he would never know, now.",prajwal
"He was not able to keep up his dues in the various moral organizations to which he belonged, and had to endure the sharp pain of seeing himself brought under the disgrace of suspension.",Twain
"You see, we know the lion’s wounded.",prajwal
"It went in pairs, on bicycles, and moved absolutely silently on the pavements.",prajwal
“Tell it to go away”.,prajwal
He leaned his back against the weight of his pack where it rested upright on the stump and got his arms through the shoulder straps.,prajwal
"“Did you want another drink, Macomber”?",prajwal
"Old Behrman, with his red eyes plainly streaming, shouted his contempt and derision for such idiotic imaginings.",Henry
"“Not for me,” said Macomber.",prajwal
"Man, they'll flock in droves, these rich Londoners; they'll fight for that stock!",Twain
But I've always taken a kind of fool pride in it.,Henry
"We talked along for half an hour, and then I noticed that he looked tired, and spoke of it.",Twain
Bail them out as you go.,prajwal
The morning had been about as bad as they come.,prajwal
“You mean pretend to ourselves he hasn’t been hit”?,prajwal
Says it LOOKS like Niagara Falls.,Twain
"Between you and me and the water-meter, it only ambled or walked through the faucets; but technicalities have no place here.",Henry
"And turning to me as he moved away, he said: ""Just set where you are, stranger, and rest easy I an't going to be gone a second"".",Twain
You’ll all get bloody sick”.,prajwal
"On the contrary, it seemed a perfectly natural thing to do.",Twain
Sharp at the edge of this extension of the forest floor commenced the sweet fern.,prajwal
“Sure”.,prajwal
He's got ten rooms over a fish market with privilege of the bath on the next floor above.,Henry
"""How long are you gonna be gone?""",Twain
"We were old friends once, but I must do my duty.",Henry
"<  5  >      ""Vass!""",Henry
Near the door of a darkened shop a man was standing.,Henry
Nick slipped off his pack and lay down in the shade.,prajwal
You spoiled everything.,prajwal
“I really have no rank.,prajwal
I am the spirit of the Petrified Man that lies across the street there in the museum.,Twain
"I had got part of it learned, I knew more about retreating than the man that invented retreating.",Twain
So he bent down for a look.,Twain
There’s plenty of room to land and we have the smudges ready at both ends”.,prajwal
"He came toward Wilson, his tallness all seeming a naked reproach, and Wilson looked at him and said: “Want to take pictures”?",prajwal
Their classification is simple.,Henry
“It’s ours”.,prajwal
The conventional returned as a tidal wave and flooded the citizen.,Henry
"The other, with his coat up to his ears, listened with interest.",Henry
Damned good thing.,prajwal
She could see his bulk under the mosquito bar but somehow he had gotten his leg out and it hung down alongside the cot.,prajwal
"The next day a person with red hands and a blue polka-dot necktie, who called himself Kelly, called at Anthony Rockwall's house, and was at once received in the library.",Henry
“It’s five o’clock”.,prajwal
The girl was looking off at the line of hills.,prajwal
And then a sail hove in sight.,Henry
"“You’re a fine woman,” he said.",prajwal
He looked thin and very serious.,Henry
George reached down for a towel and wiped the counter.,prajwal
The English never play any game for amusement.,Twain
Macomber felt a drunken elation.,prajwal
"Nick finished the second plateful with the bread, mopping the plate shiny.",prajwal
Sweet music came to Soapy’s ears and seemed to hold him there.,Henry
"“I’d pull yourself together, laddybuck,” Wilson said very quietly.",prajwal
“We’ll wait and see”.,prajwal
“I’ll go with you and I’ll stay with you all the time.,prajwal
The furnished room received the young man with a certain warmth.,Henry
How many winters had he lived in the Vorarlberg and the Arlberg?,prajwal
She went on up the stairs.,prajwal
"“Good night,” the other said.",prajwal
"Trouble and expense for Mr. Brant once more; and, besides, it was with the greatest difficulty that he succeeded in persuading the master to let the youth go unprosecuted for the theft.",Twain
Or it can have a wide snout like a hyena”.,prajwal
His trousers were soaked with the dew as he walked.,prajwal
"Portia said:       ""Papa, he has said you haven't a situation in your gift that he'd take; and I feel just as hurt as ""       ""My darling, is that your papa?""",Twain
She came out.,Henry
"And it must be so, for if there was a day-before-yesterday I was not there when it happened, or I should remember it.",Twain
The police have made us familiar with the first and second.,Henry
My heart was lead in my body!,Twain
"Then, in town, they will fix up your leg and then we will have some good destruction.",prajwal
There's a bet on me; no way to find out what it is - let it go.,Twain
He didn't quite cover the transmitter with his hand when he told somebody to call up Central on another 'phone and get our number.,Henry
"<  14  >      We had a lovely time; certainly two of us had, Miss Langham and I. I was so bewitched with her that I couldn't count my hands if they went above a double sequence; and when I struck home I never discovered it, and started up the outside row again, and would have lost the game every time, only the girl did the same, she being in just my condition, you see; and consequently neither of us ever got out, or cared to wonder why we didn't; we only just knew we were happy, and didn't wish to know anything else, and didn't want to be interrupted.",Twain
“You better stay way out of it”.,prajwal
"George Benton never came near him, and was never heard to inquire about him.",Twain
Dodo!,Twain
Horse paly and laughing began again.,Twain
